doc_id,sentence_id,sentence_text,sentence_text_translated
156,156_2,"Rekomendasi dosis dewasa untuk loratadin yang umum adalah 1 kali sehari 10 mg, dapat ditingkatkan sampai maksimal 40 mg per hari. ","Adult dose recommendations for Loratadin which are common is 1 time 10 mg a day, can be increased to a maximum of 40 mg per day."
156,156_3,Tetapi Dosis diatas 10 mg sebaiknya tidak digunakan kecuali atas anjuran dan pengawasan dokter. ,But doses above 10 mg should not be used except for doctor's advice and supervision.
156,156_4,"Jadi jika Anda membutuhkan peningakatan dosis sebaiknya konsultasikan dahulu dengan dokter, ada beberapa hal yang perlu diperiksa dahulu sebelum meningkatkan dosis loratadin diatas 10 mg, seperti  usia, berat badan dan memastikan kondisi jantung Anda. ","So if you need a dosage to consult a doctor first, there are a number of things that need to be examined first before increasing the dose of Loratadin above 10 mg, such as age, weight and ensuring your heart condition."
156,156_5,"Dosis loratadin lebih dari 10 mg meski jarang ( minimal risk /  resiko minimal ), memiliki resiko memperpanjang interval listrik jantung yang bergantung dosis (semakin tinggi resikonya seiring peningkatan dosis, makanya dibatasi maksimal sampai 40 mg). ","The dose of Loratadin is more than 10 mg though rare (minimum risk / minimum risk), has the risk of extending the electrical interval of the heart that depends on the dose (the higher the risk with an increase in the dose, so it is limited to a maximum of up to 40 mg)."
156,156_6,Loratadin. ,Loratadin.
156,156_7,"Demikian yang dapat saya sampaikan, semoga bermanfaat. ","So that I can say, hopefully useful."
156,156_8,dr  Rico Novyanto.,Dr. Rico Novyanto.
157,157_0,Halo. ,Hello.
157,157_1,Gangguan menstruasi setelah stop menggunakan kontrasepsi merupakan keluhan yang sering ditemukan oleh beberapa wanita. ,Menstrual disorders after stop using contraception are complaints that are often found by some women.
157,157_2,"Biasanya wanita akan mendapatkan siklus menstruasinya secara normal dalam 2-4 minggu, namun tidak jarang pula beberapa wanita mengalami gangguan menstruasi paska menghentikan kontrasepsinya, baik berhenti sama sekali atau spotting (bercak - bercak) atau bahkan perdarahan yang banyak, selama 6-12 bulan. ","Usually women will get normally menstrual cycles in 2-4 weeks, but not infrequently some women experience menstrual disorders after stopping their contraception, either stopping altogether or spotting (spotting) or even a lot of bleeding, for 6-12 months."
157,157_3,"Anda perlu mendapatkan penanganan dari dokter jika menstruasi yang Anda rasakan sangat berlebihan sehingga menyebabkan gejala seperti pusing, lemas, dan berkunang - kunang, atau jumlah perdarahannya lebih dari 60 ml setiap bulannya. ","You need to get treatment from a doctor if the menstruation you feel is very excessive, causing symptoms such as dizziness, weakness, and dizzy, or the amount of bleeding is more than 60 ml every month."
157,157_4,Anda dapat melakukan hal berikut untuk membantu mendapatkan siklus menstruasi yang normal setelah menghentikan kontrasepsi:   Istirahat yang cukup. ,You can do the following to help get a normal menstrual cycle after stopping contraception: adequate rest.
157,157_5,Kontrol berat badan Anda. ,Your weight control.
157,157_6,Olahraga yang teratur. ,Regular exercise.
157,157_7,Kendalikan stres. ,Control stress.
157,157_8,Konsumsi makanan yang bergizi. ,Consumption of nutritious foods.
157,157_9,Periksakan diri Anda secara teratur ke dokter. ,Check yourself regularly to the doctor.
157,157_10,Semoga dapat membantu. ,Hopefully can help.
157,157_11,"Salam, dr Henry Andrean.","Greetings, Dr. Henry Andrean."
158,158_0,"Halo, Terima kasih sudah bertanya di  alodokter com. ","Hello, thank you for asking Alodokter com."
158,158_1,Obat yang anda sebutkan benar mengandung  zinc. ,The medicine that you mentioned really contains zinc.
158,158_2,Zinc adalah salah satu mineral yang dibutuhkan oleh tubuh. ,Zinc is one of the minerals needed by the body.
158,158_3,"Mineral ini memiliki beragam manfaat, seperti membantu penyembuhan luka, berperan dalam indera perasa dan penciuman, memperkuat sistem kekebalan tubuh, membantu pertumbuhan sel, serta mengurai karbohidrat. ","This mineral has a variety of benefits, such as helping wound healing, plays a role in the sense of taste and smell, strengthening the immune system, helping cell growth, and breaking down carbohydrates."
158,158_4,"Oleh karena itu, obat ini kerap kali digunakan untuk gangguan saluran cerna, terutama diare. ","Therefore, this drug is often used for gastrointestinal disorders, especially diarrhea."
158,158_5,Tidak ada salahnya ketika mengonsumsi obat ini untuk mempercepat pemulihan penyakit asam lambung. ,There is nothing wrong when taking this drug to accelerate the recovery of stomach acid disease.
158,158_6,Karena obat ini diyakini dapat membantu penyembuhan luka pada lapisan dalam lambung akibat paparan asam lambung yang tinggi. ,Because this drug is believed to help heal wounds in the inner layer of the stomach due to high stomach acid exposure.
158,158_7,"Namun, Sebaiknya ibu tanyakan alasan jelasnya mengenai hal ini ke dokter yang meresepkan. ","However, you should ask the clear reason for this matter to the doctor who prescribed."
158,158_8,"Hal ini karena, dokter yang melakukan pemeriksaan langsung pada ibu lebih mengetahui kondisi kesehatan ibu secara menyeluruh dan terperinci. ","This is because, doctors who conduct direct examinations on the mother know more about the condition of the mother's health as a whole and in detail."
158,158_9,"Sebetulnya, kebutuhan orang sehat akan mineral ini sangatlah sedikit setiap harinya. ","Actually, the need for healthy people for this mineral is very little every day."
158,158_10,Umumnya kebutuhan ini dapat terpenuhi dari variasi makanan sehari - hari. ,Generally these needs can be met from daily food variations.
158,158_11,"Zinc terdapat di dalam bahan makanan alami, seperti daging sapi, daging domba, daging ayam, kacang - kacangan, serta sereal biji - bijian utuh. ","Zinc is found in natural food ingredients, such as beef, lamb, chicken meat, beans, and cereal seeds - whole grain."
158,158_12,Ibu dapat mengonsumsinya setiap hari secara bervariasi untuk memenuhi kebutuhan zinc harian setelah pulih nanti ya. ,Mothers can consume it every day in a variety of daily zinc needs after recovering later.
158,158_13,"Dengan terpenuhinya kebutuhan tubuh terhadap mineral ini, juga akan meningkatkan kemampuan sistem kekebalan tubuh untuk melawan penyakit sehingga dapat mempertahankan kondisi sehat. ","With the fulfillment of the body's needs for this mineral, it will also increase the ability of the immune system to fight disease so that it can maintain healthy conditions."
158,158_14,Demikian semoga bermanfaat.,So hopefully useful.
159,159_0,"Selamat malam, Terima kasih telah bertanya di Alodokter. ","Good night, thank you for asking Alodokter."
159,159_1,Melakukan USG kehamilan adalah salah satu cara yang bisa dilakukan untuk mengetahui perkembangan janin. ,Doing an ultrasound of pregnancy is one way that can be done to find out the development of the fetus.
159,159_2,"Dengan melakukan pemeriksaan ini, kita dapat mengetahui jenis kelamin janin, jumlah janin, posisi janin, ukuran janin, dan apakah terdapat kelainan yang harus diwaspadai atau tidak. ","By doing this examination, we can find out the sex of the fetus, the number of fetuses, fetal position, fetal size, and whether there are abnormalities to watch out for or not."
159,159_3,Gambar di bawah ini adalah contoh USG kehamilan. ,The picture below is an example of a pregnancy ultrasound.
159,159_4,"Bila gambarnya terlalu kecil, Anda bisa melihatnya dengan mengklik  link ini. ","If the picture is too small, you can see it by clicking this link."
159,159_5,"Mengenai apa yang Anda tanyakan, seperti depth, BG98, MG98, AP7 dan seterusnya itu adalah bagian pengaturan USG yang tidak perlu Anda hiraukan. ","Regarding what you ask, such as Depth, BG98, MG98, AP7 and so on are part of the ultrasound settings that you don't need to pay attention to."
159,159_6,"Karena seperti yang Anda lihat pada contoh gambar yang kami berikan, angkanya sama persis. ","Because as you can see in the example of the picture we give, the figure is exactly the same."
159,159_7,Dokter kandungan tidak melihat angka ini dalam menentukan status janin yang ada pada kandungan Anda. ,The obstetrician does not see this number in determining the status of the fetus that is in your womb.
159,159_8,"Yang dokter lihat adalah yang ada di bagian sebelah kanannya, dengan tulisan GS, CRL, BPD, HC, AC dan seterusnya. ","What the doctor sees is the one in the right side, with GS, CRL, BPD, HC, AC and so on."
159,159_9,"Huruf - huruf itu adalah singkatan dari  gestational sac, crown - rump length, biparietal diameter, head circumference  dan  abdominal circumference . ","The letters - the letters stand an abbreviation of Gestational SAC, Crown - Rump Length, Biparietal Diameter, Head Circumference and Abdominal Circumference."
159,159_10,Angka - angka dibagian inilah yang berperan dalam menentukan kesehatan janin. ,The numbers in this section play a role in determining the health of the fetus.
159,159_11,"Pada informasi yang Anda berikan, Anda mencantumkan BPD atau biparietal diameter, atau diameter antara dua sisi kepala janin. ","In the information you provide, you include BPD or Biparietal Diameter, or diameter between the two sides of the fetal head."
159,159_12,"Pengukuran ini bisa dilakukan setelah minggu ke-13 dan bertambah dari ukuran awalnya sekitar 2,4 cm pada minggu ke-13, hingga 9,5 cm pada usia kehamilan 37 minggu. ","This measurement can be done after the 13th week and increases from its initial size around 2.4 cm in the 13th week, up to 9.5 cm at 37 weeks' gestation."
159,159_13,"Dengan BPD 62,4 mm atau 6,24 cm, dapat ditentukan perkiraan usia kehamilan Anda yakni antara 23-25 minggu. ","With BPD 62.4 mm or 6.24 cm, you can determine the estimated age of your pregnancy between 23-25 weeks."
159,159_14,"Bila ternyata usia kehamilan Anda jauh dari itu, misalnya hanya 15 minggu atau malah sudah 35 minggu, maka mungkin terdapat kelainan yang harus Anda klarifikasi ulang dengan  dokter kandungan  Anda. ","If it turns out that your gestational age is far from that, for example only 15 weeks or even 35 weeks, then there may be abnormalities that you must re -clarify with your obstetrician."
159,159_15,"Sekian, semoga menjawab pertanyaan Anda. ","So, hopefully answer your question."
159,159_16,dr Amadeo D Basfiansa.,Dr. Amadeo D Basfiansa.
160,160_0,"Halo, selamat siang. ","Hello, good afternoon."
160,160_1,terima kasih  telah bertanya di Alodokter. ,Thank you for asking Alodokter.
160,160_2,Perubahan - perubahan yang terjadi pada saat kehamilan terjadi akibat perubahan meliputi: Payudara membesar Nyeri atau payudara lebih sensitif Puting dan lingkaran sekitar puting menjadi lebih gelap. ,Changes - Changes that occur during pregnancy due to changes include: breast enlarged pain or breasts more sensitive nipples and circles around the nipples become darker.
160,160_3,Pembuluh darah di sekitar payudara menjadi lebih jelas. ,The blood vessels around the breast become clearer.
160,160_4,"Pengeluaran cairan bernama colostrum, yakni cairan berwarna kekuningan dan kental. ","The release of liquid called Colostrum, which is a yellowish and thick liquid."
160,160_5,Puting lebih menonjol dan lingkaran sekitar puting akan melebar. ,The nipples are more prominent and the circle around the nipples will widen.
160,160_6,"Keluarnya cairan dari payudara dapat terjadi pada usia kehamilan berapapun, dapat akibat pijatan - pijatan ataupun karena rangsangan seksual, namun biasanya terjadi setelah trimester kedua karena pada trimester tersebut kelenjar - kelenjar payudara mulai memproduksi colostrum. ","The discharge of fluids from the breast can occur at any gestational age, can be due to massage - massage or due to sexual stimulation, but usually occurs after the second trimester because in the trimester the glands of the breast begin to produce colostrum."
160,160_7,"Namun sebagian wanita tidak mengalami keluarnya cairan saat hamil, dan hal itu sangat normal terjadi. ","But some women do not experience discharge during pregnancy, and it is very normal."
160,160_8,"Jadi, ibu tidak perlu khawatir jika sampai saat ini tidak ada cairan ASI yang keluar ya. ","So, you don't need to worry if until now there is no liquid milk that comes out."
